brand;package;type;startdatum;inflow;inflow_winback;inflow_transformers;outflow_switchers;outflow_transformers;inflow_regular
BVL;PLUS;PROMO;31/01/2019;25;10.0;8.0;90.0;8.0;86.0
BVL;PLUS;PROMO;28/02/2019;63;34.0;23.0;68.0;17.0;228.0
BVL;PLUS;PROMO;31/03/2019;56;37.0;20.0;20.0;10.0;280.0
BVL;PLUS;PROMO;30/04/2019;35;19.0;14.0;22.0;8.0;184.0
BVL;PLUS;PROMO;31/05/2019;34;18.0;11.0;33.0;19.0;199.0
BVL;PLUS;PROMO;30/06/2019;29;10.0;12.0;18.0;15.0;205.0
BVL;PLUS;PROMO;31/07/2019;29;12.0;17.0;61.0;46.0;207.0
BVL;PLUS;PROMO;31/08/2019;71;38.0;28.0;56.0;49.0;319.0
BVL;PLUS;PROMO;30/09/2019;44;15.0;30.0;25.0;18.0;217.0
BVL;PLUS;PROMO;31/10/2019;55;26.0;35.0;25.0;9.0;260.0
BVL;PLUS;PROMO;30/11/2019;41;19.0;27.0;32.0;15.0;262.0
BVL;PLUS;PROMO;31/12/2019;72;31.0;43.0;25.0;8.0;354.0
BVL;PLUS;PROMO;31/01/2020;60;24.0;38.0;21.0;13.0;269.0
BVL;PLUS;PROMO;29/02/2020;46;12.0;24.0;21.0;11.0;309.0
BVL;PLUS;PROMO;31/03/2020;84;24.0;49.0;15.0;9.0;463.0
BVL;PLUS;PROMO;30/04/2020;51;16.0;38.0;18.0;7.0;321.0
BVL;PLUS;PROMO;31/05/2020;34;11.0;226.0;8.0;12.0;185.0
BVL;PLUS;PROMO;30/06/2020;20;3.0;323.0;13.0;6.0;121.0
BVL;PLUS;PROMO;31/07/2020;22;4.0;84.0;8.0;7.0;96.0
BVL;PLUS;PROMO;31/08/2020;19;6.0;71.0;6.0;4.0;70.0
BVL;PLUS;PROMO;30/09/2020;1;0.0;2.0;2.0;1.0;0.0
BVL;PLUS;PROMO;31/10/2020;0;0.0;0.0;0.0;0.0;0.0
BVL;PLUS;PROMO;30/11/2020;0;0.0;1.0;0.0;0.0;0.0
BVL;PLUS;PROMO;31/12/2020;1;0.0;0.0;1.0;0.0;1.0
BVL;PLUS;PROMO;31/01/2021;0;0.0;0.0;1.0;1.0;0.0
BVL;PLUS;PROMO;28/02/2021;0;0.0;0.0;0.0;0.0;0.0
BVL;PLUS;PROMO;31/03/2021;1;0.0;0.0;1.0;0.0;0.0
BVL;PLUS;STUNT;31/03/2019;1;1.0;1.0;0.0;2.0;0.0
BVL;PLUS;STUNT;30/04/2019;0;0.0;0.0;3.0;4.0;0.0
BVL;PLUS;STUNT;31/05/2019;0;0.0;0.0;1.0;2.0;0.0
BVL;PLUS;STUNT;30/06/2019;0;0.0;0.0;1.0;1.0;0.0
BVL;PLUS;STUNT;31/07/2019;0;0.0;0.0;7.0;1.0;0.0
BVL;PLUS;STUNT;31/08/2019;0;0.0;0.0;8.0;3.0;0.0
BVL;PLUS;STUNT;30/09/2019;0;0.0;0.0;1.0;1.0;0.0
BVL;PLUS;STUNT;31/10/2019;0;0.0;0.0;1.0;4.0;0.0
BVL;PLUS;STUNT;30/11/2019;0;0.0;0.0;1.0;4.0;0.0
BVL;PLUS;STUNT;31/12/2019;0;0.0;0.0;3.0;3.0;0.0
BVL;PLUS;STUNT;31/01/2020;0;0.0;0.0;2.0;5.0;0.0
BVL;PLUS;STUNT;29/02/2020;1;0.0;2.0;3.0;4.0;1.0
BVL;PLUS;STUNT;31/03/2020;11;1.0;14.0;5.0;9.0;105.0
BVL;PLUS;STUNT;30/04/2020;42;18.0;49.0;3.0;4.0;300.0
BVL;PLUS;STUNT;31/05/2020;11;4.0;17.0;1.0;6.0;165.0
BVL;PLUS;STUNT;30/06/2020;4;1.0;3.0;2.0;3.0;89.0
BVL;PLUS;STUNT;31/07/2020;5;2.0;7.0;0.0;0.0;93.0
BVL;PLUS;STUNT;31/08/2020;3;0.0;6.0;0.0;0.0;74.0
BVL;PLUS;STUNT;30/09/2020;0;0.0;0.0;0.0;0.0;0.0
BVL;PLUS;STUNT;31/10/2020;1;0.0;1.0;1.0;1.0;1.0
BVL;Print_full;BASE;28/02/2015;1;0.0;20.0;5.0;9.0;0.0
BVL;Print_full;BASE;31/03/2015;4;0.0;328.0;7.0;10.0;0.0
BVL;Print_full;BASE;30/04/2015;6;0.0;1703.0;5.0;5.0;0.0
BVL;Print_full;BASE;31/05/2015;1;0.0;1554.0;6.0;8.0;0.0
BVL;Print_full;BASE;30/06/2015;4;0.0;1018.0;2.0;11.0;0.0
BVL;Print_full;BASE;31/07/2015;4;0.0;632.0;6.0;15.0;0.0
BVL;Print_full;BASE;31/08/2015;3;0.0;519.0;11.0;16.0;20.0
BVL;Print_full;BASE;30/09/2015;7;0.0;501.0;8.0;7.0;30.0
BVL;Print_full;BASE;31/10/2015;5;0.0;517.0;7.0;8.0;38.0
BVL;Print_full;BASE;30/11/2015;6;1.0;382.0;10.0;9.0;36.0
BVL;Print_full;BASE;31/12/2015;1;0.0;467.0;2.0;9.0;46.0
BVL;Print_full;BASE;31/01/2016;5;1.0;534.0;8.0;8.0;46.0
BVL;Print_full;BASE;29/02/2016;6;0.0;958.0;4.0;6.0;40.0
BVL;Print_full;BASE;31/03/2016;3;0.0;997.0;6.0;22.0;19.0
BVL;Print_full;BASE;30/04/2016;4;1.0;925.0;9.0;22.0;18.0
BVL;Print_full;BASE;31/05/2016;3;0.0;529.0;3.0;11.0;19.0
BVL;Print_full;BASE;30/06/2016;4;1.0;728.0;6.0;16.0;28.0
BVL;Print_full;BASE;31/07/2016;1;1.0;642.0;5.0;16.0;30.0
BVL;Print_full;BASE;31/08/2016;4;0.0;614.0;1.0;4.0;29.0
BVL;Print_full;BASE;30/09/2016;3;2.0;678.0;3.0;13.0;31.0
BVL;Print_full;BASE;31/10/2016;5;1.0;505.0;7.0;10.0;45.0
BVL;Print_full;BASE;30/11/2016;5;0.0;545.0;6.0;10.0;40.0
BVL;Print_full;BASE;31/12/2016;1;0.0;608.0;4.0;7.0;42.0
BVL;Print_full;BASE;31/01/2017;4;1.0;584.0;1.0;11.0;69.0
BVL;Print_full;BASE;28/02/2017;3;0.0;1202.0;2.0;12.0;40.0
BVL;Print_full;BASE;31/03/2017;7;1.0;925.0;7.0;22.0;24.0
BVL;Print_full;BASE;30/04/2017;3;0.0;877.0;8.0;12.0;36.0
BVL;Print_full;BASE;31/05/2017;6;3.0;651.0;5.0;6.0;33.0
BVL;Print_full;BASE;30/06/2017;7;2.0;585.0;7.0;9.0;38.0
BVL;Print_full;BASE;31/07/2017;6;1.0;663.0;5.0;7.0;32.0
BVL;Print_full;BASE;31/08/2017;9;1.0;739.0;7.0;9.0;47.0
BVL;Print_full;BASE;30/09/2017;7;0.0;645.0;7.0;6.0;22.0
BVL;Print_full;BASE;31/10/2017;6;1.0;620.0;9.0;10.0;39.0
BVL;Print_full;BASE;30/11/2017;7;1.0;453.0;8.0;2.0;38.0
BVL;Print_full;BASE;31/12/2017;3;0.0;512.0;6.0;8.0;37.0
BVL;Print_full;BASE;31/01/2018;11;1.0;706.0;11.0;11.0;33.0
BVL;Print_full;BASE;28/02/2018;5;0.0;720.0;6.0;6.0;29.0
BVL;Print_full;BASE;31/03/2018;8;1.0;601.0;9.0;13.0;34.0
BVL;Print_full;BASE;30/04/2018;8;0.0;500.0;7.0;12.0;35.0
BVL;Print_full;BASE;31/05/2018;2;0.0;576.0;2.0;16.0;30.0
BVL;Print_full;BASE;30/06/2018;6;1.0;577.0;3.0;16.0;41.0
BVL;Print_full;BASE;31/07/2018;4;0.0;470.0;5.0;15.0;29.0
BVL;Print_full;BASE;31/08/2018;6;1.0;504.0;2.0;9.0;37.0
BVL;Print_full;BASE;30/09/2018;4;0.0;480.0;7.0;10.0;41.0
BVL;Print_full;BASE;31/10/2018;7;0.0;648.0;6.0;10.0;28.0
BVL;Print_full;BASE;30/11/2018;7;1.0;772.0;5.0;2.0;28.0
BVL;Print_full;BASE;31/12/2018;10;0.0;658.0;9.0;11.0;28.0
BVL;Print_full;BASE;31/01/2019;7;2.0;659.0;7.0;21.0;29.0
BVL;Print_full;BASE;28/02/2019;8;0.0;684.0;11.0;20.0;27.0
BVL;Print_full;BASE;31/03/2019;7;1.0;640.0;5.0;23.0;16.0
BVL;Print_full;BASE;30/04/2019;7;1.0;512.0;8.0;14.0;16.0
BVL;Print_full;BASE;31/05/2019;4;2.0;509.0;1.0;10.0;23.0
BVL;Print_full;BASE;30/06/2019;2;0.0;481.0;3.0;5.0;15.0
BVL;Print_full;BASE;31/07/2019;5;1.0;396.0;6.0;8.0;14.0
BVL;Print_full;BASE;31/08/2019;6;0.0;412.0;11.0;9.0;9.0
BVL;Print_full;BASE;30/09/2019;12;3.0;431.0;9.0;9.0;19.0
BVL;Print_full;BASE;31/10/2019;6;1.0;523.0;4.0;7.0;22.0
BVL;Print_full;BASE;30/11/2019;9;0.0;380.0;11.0;6.0;11.0
BVL;Print_full;BASE;31/12/2019;5;1.0;348.0;5.0;3.0;25.0
BVL;Print_full;BASE;31/01/2020;7;1.0;306.0;6.0;10.0;25.0
BVL;Print_full;BASE;29/02/2020;9;0.0;314.0;14.0;14.0;18.0
BVL;Print_full;BASE;31/03/2020;10;2.0;373.0;10.0;9.0;35.0
BVL;Print_full;BASE;30/04/2020;14;3.0;420.0;10.0;15.0;35.0
BVL;Print_full;BASE;31/05/2020;10;2.0;509.0;8.0;10.0;19.0
BVL;Print_full;BASE;30/06/2020;10;0.0;507.0;11.0;8.0;22.0
BVL;Print_full;BASE;31/07/2020;6;1.0;414.0;5.0;1.0;16.0
BVL;Print_full;BASE;31/08/2020;7;1.0;255.0;5.0;6.0;8.0
BVL;Print_full;BASE;30/09/2020;2;0.0;8.0;4.0;5.0;1.0
BVL;Print_full;BASE;31/10/2020;0;0.0;4.0;0.0;2.0;0.0
BVL;Print_full;BASE;30/11/2020;0;0.0;1.0;0.0;0.0;0.0
BVL;Print_full;BASE;31/12/2020;0;0.0;0.0;0.0;8.0;0.0
BVL;Print_full;BASE;31/01/2021;0;0.0;3.0;0.0;4.0;0.0
BVL;Print_full;BASE;28/02/2021;0;0.0;1.0;1.0;2.0;0.0
BVL;Print_full;BASE;31/03/2021;0;0.0;1.0;1.0;2.0;0.0
BVL;Print_full;BASE;30/04/2021;0;0.0;0.0;1.0;5.0;0.0
BVL;Print_full;BASE;31/05/2021;0;0.0;1.0;1.0;2.0;0.0
BVL;Print_full;BASE;30/06/2021;0;0.0;1.0;0.0;0.0;0.0
BVL;Print_full;BASE;31/07/2021;0;0.0;0.0;0.0;2.0;0.0
BVL;Print_full;BASE;31/08/2021;0;0.0;0.0;0.0;1.0;0.0
BVL;Print_full;BASE;30/09/2021;0;0.0;0.0;0.0;1.0;0.0
BVL;Print_full;BASE;31/10/2021;1;0.0;1.0;1.0;3.0;0.0
BVL;Print_full;PROMO;31/01/2015;1;0.0;265.0;1.0;13.0;70.0
BVL;Print_full;PROMO;28/02/2015;1;0.0;144.0;2.0;36.0;1.0
BVL;Print_full;PROMO;31/03/2015;0;0.0;148.0;3.0;53.0;0.0
BVL;Print_full;PROMO;30/04/2015;2;0.0;164.0;3.0;73.0;3.0
BVL;Print_full;PROMO;31/05/2015;1;0.0;144.0;3.0;98.0;0.0
BVL;Print_full;PROMO;30/06/2015;3;0.0;141.0;6.0;82.0;1.0
BVL;Print_full;PROMO;31/07/2015;4;0.0;400.0;11.0;94.0;80.0
BVL;Print_full;PROMO;31/08/2015;6;0.0;268.0;18.0;78.0;94.0
BVL;Print_full;PROMO;30/09/2015;3;0.0;229.0;11.0;69.0;71.0
BVL;Print_full;PROMO;31/10/2015;8;3.0;235.0;9.0;87.0;48.0
BVL;Print_full;PROMO;30/11/2015;6;3.0;169.0;10.0;67.0;33.0
BVL;Print_full;PROMO;31/12/2015;6;2.0;279.0;11.0;77.0;108.0
BVL;Print_full;PROMO;31/01/2016;6;1.0;916.0;18.0;133.0;106.0
BVL;Print_full;PROMO;29/02/2016;10;1.0;659.0;13.0;87.0;29.0
BVL;Print_full;PROMO;31/03/2016;5;1.0;587.0;17.0;127.0;27.0
BVL;Print_full;PROMO;30/04/2016;9;2.0;606.0;25.0;117.0;21.0
BVL;Print_full;PROMO;31/05/2016;4;3.0;459.0;14.0;92.0;30.0
BVL;Print_full;PROMO;30/06/2016;2;1.0;719.0;14.0;119.0;57.0
BVL;Print_full;PROMO;31/07/2016;4;2.0;794.0;8.0;69.0;48.0
BVL;Print_full;PROMO;31/08/2016;3;1.0;487.0;9.0;80.0;84.0
BVL;Print_full;PROMO;30/09/2016;5;3.0;429.0;6.0;102.0;66.0
BVL;Print_full;PROMO;31/10/2016;10;7.0;420.0;9.0;84.0;68.0
BVL;Print_full;PROMO;30/11/2016;1;0.0;338.0;5.0;81.0;43.0
BVL;Print_full;PROMO;31/12/2016;6;4.0;1316.0;11.0;122.0;124.0
BVL;Print_full;PROMO;31/01/2017;19;5.0;730.0;18.0;86.0;161.0
BVL;Print_full;PROMO;28/02/2017;7;0.0;416.0;9.0;78.0;36.0
BVL;Print_full;PROMO;31/03/2017;11;3.0;442.0;12.0;95.0;28.0
BVL;Print_full;PROMO;30/04/2017;6;2.0;284.0;12.0;86.0;16.0
BVL;Print_full;PROMO;31/05/2017;6;3.0;221.0;9.0;74.0;24.0
BVL;Print_full;PROMO;30/06/2017;3;0.0;210.0;14.0;62.0;18.0
BVL;Print_full;PROMO;31/07/2017;17;2.0;209.0;24.0;66.0;43.0
BVL;Print_full;PROMO;31/08/2017;9;2.0;214.0;11.0;64.0;50.0
BVL;Print_full;PROMO;30/09/2017;11;5.0;295.0;17.0;69.0;30.0
BVL;Print_full;PROMO;31/10/2017;13;1.0;233.0;12.0;68.0;58.0
BVL;Print_full;PROMO;30/11/2017;8;6.0;189.0;8.0;61.0;39.0
BVL;Print_full;PROMO;31/12/2017;17;6.0;523.0;17.0;83.0;326.0
BVL;Print_full;PROMO;31/01/2018;43;12.0;527.0;22.0;93.0;386.0
BVL;Print_full;PROMO;28/02/2018;16;3.0;291.0;27.0;83.0;193.0
BVL;Print_full;PROMO;31/03/2018;16;4.0;312.0;14.0;87.0;104.0
BVL;Print_full;PROMO;30/04/2018;13;3.0;197.0;16.0;54.0;47.0
BVL;Print_full;PROMO;31/05/2018;12;7.0;183.0;9.0;57.0;53.0
BVL;Print_full;PROMO;30/06/2018;23;7.0;248.0;17.0;67.0;192.0
BVL;Print_full;PROMO;31/07/2018;16;4.0;217.0;11.0;70.0;62.0
BVL;Print_full;PROMO;31/08/2018;15;6.0;273.0;15.0;65.0;64.0
BVL;Print_full;PROMO;30/09/2018;12;6.0;246.0;10.0;55.0;67.0
BVL;Print_full;PROMO;31/10/2018;22;10.0;253.0;10.0;57.0;80.0
BVL;Print_full;PROMO;30/11/2018;10;4.0;217.0;11.0;50.0;76.0
BVL;Print_full;PROMO;31/12/2018;16;8.0;456.0;10.0;81.0;160.0
BVL;Print_full;PROMO;31/01/2019;30;6.0;447.0;52.0;65.0;298.0
BVL;Print_full;PROMO;28/02/2019;19;2.0;270.0;31.0;45.0;133.0
BVL;Print_full;PROMO;31/03/2019;22;5.0;293.0;16.0;40.0;60.0
BVL;Print_full;PROMO;30/04/2019;7;2.0;200.0;7.0;55.0;49.0
BVL;Print_full;PROMO;31/05/2019;7;0.0;221.0;10.0;71.0;68.0
BVL;Print_full;PROMO;30/06/2019;8;3.0;203.0;10.0;57.0;55.0
BVL;Print_full;PROMO;31/07/2019;24;4.0;294.0;41.0;69.0;54.0
BVL;Print_full;PROMO;31/08/2019;15;2.0;210.0;17.0;49.0;51.0
BVL;Print_full;PROMO;30/09/2019;23;8.0;212.0;18.0;30.0;38.0
BVL;Print_full;PROMO;31/10/2019;13;8.0;191.0;7.0;28.0;55.0
BVL;Print_full;PROMO;30/11/2019;10;4.0;139.0;7.0;56.0;36.0
BVL;Print_full;PROMO;31/12/2019;6;0.0;276.0;10.0;57.0;98.0
BVL;Print_full;PROMO;31/01/2020;39;8.0;340.0;14.0;51.0;202.0
BVL;Print_full;PROMO;29/02/2020;24;4.0;281.0;16.0;42.0;100.0
BVL;Print_full;PROMO;31/03/2020;23;6.0;285.0;7.0;34.0;169.0
BVL;Print_full;PROMO;30/04/2020;43;11.0;261.0;15.0;34.0;314.0
BVL;Print_full;PROMO;31/05/2020;42;5.0;285.0;20.0;35.0;248.0
BVL;Print_full;PROMO;30/06/2020;27;6.0;245.0;9.0;11.0;185.0
BVL;Print_full;PROMO;31/07/2020;16;1.0;244.0;14.0;6.0;116.0
BVL;Print_full;PROMO;31/08/2020;19;3.0;190.0;5.0;5.0;62.0
BVL;Print_full;PROMO;30/09/2020;2;0.0;31.0;2.0;1.0;1.0
BVL;Print_full;TIE_IN;31/01/2015;2;0.0;2.0;0.0;0.0;209.0
BVL;Print_full;TIE_IN;28/02/2015;2;0.0;12.0;3.0;3.0;128.0
BVL;Print_full;TIE_IN;31/03/2015;5;0.0;3.0;3.0;3.0;51.0
BVL;Print_full;TIE_IN;30/04/2015;2;0.0;11.0;4.0;13.0;10.0
BVL;Print_full;TIE_IN;31/05/2015;4;1.0;11.0;5.0;8.0;160.0
BVL;Print_full;TIE_IN;30/06/2015;2;0.0;12.0;1.0;13.0;92.0
BVL;Print_full;TIE_IN;31/07/2015;4;0.0;15.0;7.0;22.0;116.0
BVL;Print_full;TIE_IN;31/08/2015;2;0.0;7.0;8.0;22.0;79.0
BVL;Print_full;TIE_IN;30/09/2015;5;2.0;14.0;3.0;18.0;144.0
BVL;Print_full;TIE_IN;31/10/2015;3;1.0;46.0;1.0;12.0;176.0
BVL;Print_full;TIE_IN;30/11/2015;4;0.0;43.0;6.0;15.0;160.0
BVL;Print_full;TIE_IN;31/12/2015;2;0.0;39.0;5.0;10.0;96.0
BVL;Print_full;TIE_IN;31/01/2016;0;0.0;29.0;2.0;15.0;50.0
BVL;Print_full;TIE_IN;29/02/2016;1;1.0;11.0;0.0;19.0;33.0
BVL;Print_full;TIE_IN;31/03/2016;0;0.0;17.0;4.0;17.0;23.0
BVL;Print_full;TIE_IN;30/04/2016;1;0.0;16.0;2.0;14.0;31.0
BVL;Print_full;TIE_IN;31/05/2016;5;2.0;49.0;3.0;17.0;177.0
BVL;Print_full;TIE_IN;30/06/2016;3;0.0;51.0;4.0;19.0;111.0
BVL;Print_full;TIE_IN;31/07/2016;4;0.0;51.0;5.0;22.0;138.0
BVL;Print_full;TIE_IN;31/08/2016;7;0.0;63.0;7.0;30.0;154.0
BVL;Print_full;TIE_IN;30/09/2016;4;2.0;70.0;5.0;21.0;162.0
BVL;Print_full;TIE_IN;31/10/2016;11;2.0;135.0;6.0;23.0;325.0
BVL;Print_full;TIE_IN;30/11/2016;2;1.0;160.0;3.0;23.0;227.0
BVL;Print_full;TIE_IN;31/12/2016;3;0.0;155.0;6.0;18.0;143.0
BVL;Print_full;TIE_IN;31/01/2017;5;0.0;104.0;3.0;9.0;148.0
BVL;Print_full;TIE_IN;28/02/2017;0;0.0;54.0;3.0;14.0;65.0
BVL;Print_full;TIE_IN;31/03/2017;2;1.0;50.0;1.0;15.0;50.0
BVL;Print_full;TIE_IN;30/04/2017;3;0.0;29.0;2.0;8.0;43.0
BVL;Print_full;TIE_IN;31/05/2017;7;3.0;46.0;4.0;7.0;102.0
BVL;Print_full;TIE_IN;30/06/2017;4;2.0;57.0;2.0;7.0;72.0
BVL;Print_full;TIE_IN;31/07/2017;1;1.0;35.0;1.0;11.0;87.0
BVL;Print_full;TIE_IN;31/08/2017;0;0.0;26.0;0.0;11.0;63.0
BVL;Print_full;TIE_IN;30/09/2017;0;0.0;28.0;0.0;8.0;49.0
BVL;Print_full;TIE_IN;31/10/2017;4;0.0;38.0;4.0;6.0;109.0
BVL;Print_full;TIE_IN;30/11/2017;3;1.0;72.0;2.0;7.0;95.0
BVL;Print_full;TIE_IN;31/12/2017;5;1.0;50.0;5.0;9.0;49.0
BVL;Print_full;TIE_IN;31/01/2018;1;0.0;35.0;1.0;4.0;55.0
BVL;Print_full;TIE_IN;28/02/2018;0;0.0;24.0;1.0;8.0;40.0
BVL;Print_full;TIE_IN;31/03/2018;2;0.0;23.0;1.0;11.0;34.0
BVL;Print_full;TIE_IN;30/04/2018;2;0.0;25.0;1.0;6.0;33.0
BVL;Print_full;TIE_IN;31/05/2018;3;1.0;26.0;3.0;5.0;53.0
BVL;Print_full;TIE_IN;30/06/2018;4;1.0;36.0;3.0;6.0;52.0
BVL;Print_full;TIE_IN;31/07/2018;1;1.0;25.0;0.0;2.0;36.0
BVL;Print_full;TIE_IN;31/08/2018;3;0.0;30.0;4.0;4.0;44.0
BVL;Print_full;TIE_IN;30/09/2018;4;0.0;29.0;2.0;4.0;47.0
BVL;Print_full;TIE_IN;31/10/2018;2;0.0;32.0;2.0;1.0;56.0
BVL;Print_full;TIE_IN;30/11/2018;1;0.0;33.0;3.0;6.0;58.0
BVL;Print_full;TIE_IN;31/12/2018;2;0.0;53.0;0.0;4.0;80.0
BVL;Print_full;TIE_IN;31/01/2019;6;0.0;51.0;7.0;9.0;76.0
BVL;Print_full;TIE_IN;28/02/2019;2;0.0;36.0;4.0;5.0;26.0
BVL;Print_full;TIE_IN;31/03/2019;4;1.0;31.0;3.0;5.0;36.0
BVL;Print_full;TIE_IN;30/04/2019;2;1.0;21.0;2.0;5.0;35.0
BVL;Print_full;TIE_IN;31/05/2019;1;0.0;25.0;0.0;3.0;22.0
BVL;Print_full;TIE_IN;30/06/2019;0;0.0;30.0;1.0;2.0;28.0
BVL;Print_full;TIE_IN;31/07/2019;5;1.0;32.0;4.0;5.0;25.0
BVL;Print_full;TIE_IN;31/08/2019;0;0.0;23.0;2.0;5.0;33.0
BVL;Print_full;TIE_IN;30/09/2019;4;1.0;30.0;2.0;4.0;30.0
BVL;Print_full;TIE_IN;31/10/2019;1;0.0;21.0;1.0;6.0;25.0
BVL;Print_full;TIE_IN;30/11/2019;2;0.0;41.0;2.0;6.0;22.0
BVL;Print_full;TIE_IN;31/12/2019;3;0.0;35.0;2.0;8.0;24.0
BVL;Print_full;TIE_IN;31/01/2020;2;1.0;66.0;1.0;5.0;55.0
BVL;Print_full;TIE_IN;29/02/2020;3;0.0;52.0;3.0;8.0;39.0
BVL;Print_full;TIE_IN;31/03/2020;1;0.0;31.0;0.0;1.0;24.0
BVL;Print_full;TIE_IN;30/04/2020;1;0.0;30.0;1.0;4.0;30.0
BVL;Print_full;TIE_IN;31/05/2020;3;1.0;24.0;2.0;4.0;21.0
BVL;Print_full;TIE_IN;30/06/2020;1;0.0;30.0;0.0;0.0;18.0
BVL;Print_full;TIE_IN;31/07/2020;0;0.0;27.0;0.0;0.0;19.0
BVL;Print_full;TIE_IN;31/08/2020;0;0.0;17.0;0.0;2.0;14.0
BVL;Print_full;TIE_IN;30/09/2020;1;0.0;7.0;1.0;0.0;3.0
BVL;Weekend;BASE;31/01/2015;1;0.0;0.0;1.0;0.0;0.0
BVL;Weekend;BASE;28/02/2015;4;1.0;1.0;4.0;1.0;0.0
BVL;Weekend;BASE;31/03/2015;1;0.0;0.0;3.0;1.0;0.0
BVL;Weekend;BASE;30/04/2015;2;0.0;1.0;3.0;3.0;0.0
BVL;Weekend;BASE;31/05/2015;1;0.0;0.0;2.0;1.0;0.0
BVL;Weekend;BASE;30/06/2015;4;0.0;1.0;4.0;2.0;0.0
BVL;Weekend;BASE;31/07/2015;0;0.0;8.0;2.0;5.0;0.0
BVL;Weekend;BASE;31/08/2015;3;0.0;2.0;4.0;3.0;5.0
BVL;Weekend;BASE;30/09/2015;1;0.0;1.0;4.0;4.0;5.0
BVL;Weekend;BASE;31/10/2015;5;1.0;4.0;5.0;1.0;8.0
BVL;Weekend;BASE;30/11/2015;2;1.0;3.0;3.0;1.0;4.0
BVL;Weekend;BASE;31/12/2015;4;2.0;8.0;3.0;2.0;69.0
BVL;Weekend;BASE;31/01/2016;6;4.0;7.0;4.0;2.0;76.0
BVL;Weekend;BASE;29/02/2016;6;0.0;10.0;6.0;5.0;6.0
BVL;Weekend;BASE;31/03/2016;5;0.0;9.0;4.0;5.0;5.0
BVL;Weekend;BASE;30/04/2016;2;0.0;1.0;5.0;1.0;2.0
BVL;Weekend;BASE;31/05/2016;2;0.0;4.0;3.0;2.0;1.0
BVL;Weekend;BASE;30/06/2016;6;2.0;4.0;4.0;0.0;0.0
BVL;Weekend;BASE;31/07/2016;0;0.0;2.0;1.0;1.0;0.0
BVL;Weekend;BASE;31/08/2016;4;1.0;3.0;3.0;0.0;2.0
BVL;Weekend;BASE;30/09/2016;5;0.0;0.0;5.0;1.0;1.0
BVL;Weekend;BASE;31/10/2016;4;2.0;6.0;2.0;0.0;5.0
BVL;Weekend;BASE;30/11/2016;0;0.0;12.0;1.0;1.0;4.0
BVL;Weekend;BASE;31/12/2016;4;1.0;10.0;3.0;1.0;15.0
BVL;Weekend;BASE;31/01/2017;3;0.0;9.0;5.0;1.0;9.0
BVL;Weekend;BASE;28/02/2017;2;0.0;5.0;4.0;1.0;5.0
BVL;Weekend;BASE;31/03/2017;3;0.0;8.0;7.0;3.0;5.0
BVL;Weekend;BASE;30/04/2017;1;1.0;4.0;0.0;0.0;1.0
BVL;Weekend;BASE;31/05/2017;0;0.0;4.0;1.0;1.0;4.0
BVL;Weekend;BASE;30/06/2017;3;0.0;4.0;4.0;2.0;6.0
BVL;Weekend;BASE;31/07/2017;3;0.0;1.0;4.0;2.0;1.0
BVL;Weekend;BASE;31/08/2017;2;1.0;3.0;2.0;1.0;5.0
BVL;Weekend;BASE;30/09/2017;5;1.0;3.0;3.0;1.0;5.0
BVL;Weekend;BASE;31/10/2017;6;0.0;6.0;4.0;0.0;5.0
BVL;Weekend;BASE;30/11/2017;1;0.0;6.0;2.0;2.0;2.0
BVL;Weekend;BASE;31/12/2017;3;0.0;2.0;5.0;2.0;4.0
BVL;Weekend;BASE;31/01/2018;5;0.0;11.0;6.0;2.0;4.0
BVL;Weekend;BASE;28/02/2018;7;2.0;16.0;4.0;3.0;4.0
BVL;Weekend;BASE;31/03/2018;2;0.0;5.0;1.0;0.0;4.0
BVL;Weekend;BASE;30/04/2018;7;3.0;4.0;7.0;4.0;2.0
BVL;Weekend;BASE;31/05/2018;5;1.0;6.0;9.0;7.0;3.0
BVL;Weekend;BASE;30/06/2018;5;0.0;6.0;2.0;2.0;3.0
BVL;Weekend;BASE;31/07/2018;2;0.0;1.0;2.0;1.0;1.0
BVL;Weekend;BASE;31/08/2018;1;1.0;0.0;1.0;0.0;3.0
BVL;Weekend;BASE;30/09/2018;5;3.0;8.0;2.0;3.0;6.0
BVL;Weekend;BASE;31/10/2018;1;1.0;3.0;0.0;1.0;1.0
BVL;Weekend;BASE;30/11/2018;0;0.0;2.0;0.0;0.0;4.0
BVL;Weekend;BASE;31/12/2018;3;0.0;8.0;3.0;1.0;5.0
BVL;Weekend;BASE;31/01/2019;1;0.0;5.0;1.0;2.0;7.0
BVL;Weekend;BASE;28/02/2019;3;0.0;1.0;2.0;0.0;2.0
BVL;Weekend;BASE;31/03/2019;1;0.0;3.0;0.0;0.0;4.0
BVL;Weekend;BASE;30/04/2019;1;0.0;1.0;1.0;0.0;1.0
BVL;Weekend;BASE;31/05/2019;7;0.0;5.0;9.0;1.0;2.0
BVL;Weekend;BASE;30/06/2019;3;0.0;2.0;4.0;1.0;1.0
BVL;Weekend;BASE;31/07/2019;3;1.0;2.0;1.0;2.0;0.0
BVL;Weekend;BASE;31/08/2019;1;0.0;2.0;3.0;2.0;1.0
BVL;Weekend;BASE;30/09/2019;5;1.0;3.0;4.0;1.0;2.0
BVL;Weekend;BASE;31/10/2019;3;0.0;2.0;4.0;0.0;0.0
